player,season,team,position,gp,mpg,usage,structural_influence,influence_residual,usage_percentile,influence_percentile,role_classification,canonical_archetype,influence_cv
M. Christie,2024-25,DAL,G,78.0,27.3,0.15,0.0021305244201939,-0.010731874949577789,25.0,8.225108225108226,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.4062749998492345
T. da Silva,2024-25,ORL,F,74.0,22.0,0.149,0.0021271609187273,-0.013922973611780942,24.08008658008658,8.116883116883116,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.5400785752512881
I. Hartenstein,2022-23,NYK,C-F,82.0,19.9,0.107,0.002115324346037,-0.009810810327759881,2.976190476190476,8.008658008658008,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.9008540847865435
J. Robinson-Earl,2024-25,NOP,F,66.0,18.8,0.14,0.0020701682119438,-0.010625917521885648,17.37012987012987,7.792207792207792,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.1589445872636084
J. Vanderbilt,2022-23,LAL,F,78.0,24.1,0.136,0.0020687539402926,-0.009146877649114715,15.259740259740258,7.683982683982683,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.4535034929417484
L. Stevens,2022-23,CLE,F,62.0,18.1,0.136,0.0020444712808195,-0.010534610788718741,15.259740259740258,7.575757575757576,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.9832629928471717
C. Joseph,2022-23,DET,G,62.0,19.8,0.149,0.0020164948049254,-0.011133804102261655,24.08008658008658,7.467532467532467,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.4546079762395592
T. Lyles,2022-23,SAC,F,74.0,16.9,0.174,0.0019995375409861,-0.012242458291060767,44.53463203463203,7.35930735930736,ROLE OCCUPANT / SPECIALIST,,0.5893072037150711
P. Achiuwa,2023-24,NYK,F,74.0,21.9,0.158,0.0019562109610947,-0.010024144771277653,31.493506493506494,7.142857142857142,ROLE OCCUPANT / SPECIALIST,,0.58877549163844
G. Hayward,2023-24,OKC,F,51.0,24.4,0.175,0.0019505550884686,-0.009234556369477818,45.56277056277056,7.034632034632035,ROLE OCCUPANT / SPECIALIST,,0.7910811610162296
J. Tate,2022-23,HOU,F,31.0,21.9,0.178,0.0019425663262846,-0.009932609684450344,48.214285714285715,6.926406926406926,ROLE OCCUPANT / SPECIALIST,,0.29657797264372854
D. Daniels,2023-24,NOP,G,61.0,22.3,0.123,0.0019181762105798,-0.011046791885153992,7.954545454545454,6.8181818181818175,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.8723899473475221
J. McDaniels,2023-24,MIN,F,72.0,29.2,0.156,0.0018561530142261,-0.019177527710331058,29.49134199134199,6.493506493506493,ROLE OCCUPANT / SPECIALIST,,1.907000844502344
M. Moody,2023-24,GSW,G,66.0,17.5,0.176,0.0018426153473583,-0.012357255896537118,46.48268398268398,6.3852813852813854,ROLE OCCUPANT / SPECIALIST,,0.6996542121491279
K. Olynyk,2022-23,UTA,F-C,68.0,28.6,0.176,0.0018178388665615,-0.019421623065499216,46.48268398268398,6.277056277056277,ROLE OCCUPANT / SPECIALIST,,0.57322246789177
K. Edwards,2024-25,DAL,F,40.0,15.2,0.11,0.0017748062229938,-0.009433847745726698,3.571428571428571,5.952380952380952,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.24939249272050704
J. Vanderbilt,2024-25,LAL,F,36.0,16.1,0.116,0.0017689353300168,-0.009403941101579239,5.51948051948052,5.735930735930736,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.4535034929417484
C. Wood,2023-24,LAL,F,50.0,17.4,0.173,0.0017610317306679,-0.010379483585933817,43.61471861471862,5.627705627705628,ROLE OCCUPANT / SPECIALIST,,1.0466251787761418
D. Wright,2023-24,MIA,G,47.0,15.8,0.127,0.0017445976023472,-0.00944300348693434,9.848484848484848,5.51948051948052,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.489092782423994
V. Krejčí,2024-25,ATL,G,57.0,20.2,0.131,0.0017390070949495,-0.01075764942969387,11.796536796536797,5.411255411255411,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.5351880295800653
G. Vincent,2022-23,MIA,G,68.0,25.9,0.17,0.0017381372065742,-0.017072959195970516,41.66666666666667,5.303030303030303,ROLE OCCUPANT / SPECIALIST,,0.5479776698439159
K. Murray,2024-25,POR,F,69.0,15.1,0.133,0.001728617910749,-0.010322856733386628,12.878787878787879,5.194805194805195,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.8081909774903333
C. Martin,2022-23,MIA,F,71.0,29.3,0.143,0.0017204227828755,-0.01696487716403474,20.075757575757574,5.086580086580087,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.6494283981815547
G. Dick,2023-24,TOR,G-F,60.0,21.1,0.167,0.0016482649716185,-0.013028930813783767,39.33982683982684,4.978354978354979,ROLE OCCUPANT / SPECIALIST,,0.6984586186874236
N. Marshall,2023-24,NOP,F,66.0,19.0,0.158,0.001640174155762,-0.012348185806384785,31.493506493506494,4.761904761904762,ROLE OCCUPANT / SPECIALIST,,0.6289896532817717
J. Holiday,2023-24,BOS,G,69.0,32.8,0.161,0.001633119246251,-0.019753953318685,34.41558441558442,4.653679653679654,ROLE OCCUPANT / SPECIALIST,,1.4053010778988018
G. Mathews,2023-24,ATL,G,66.0,15.0,0.11,0.0015656296966758,-0.010075655015948783,3.571428571428571,4.545454545454546,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.1221218322332125
P. Williams,2024-25,CHI,F,63.0,25.0,0.165,0.0015374764895332,-0.014035350690067104,37.71645021645021,4.329004329004329,ROLE OCCUPANT / SPECIALIST,,0.4425656767069952
C. Wallace,2024-25,OKC,G,68.0,27.6,0.124,0.0015366997198346,-0.014065582917312079,8.603896103896105,4.220779220779221,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7144303308700083
D. Theis,2024-25,NOP,Forward-Center,38.0,16.3,0.111,0.0014847404916747,-0.009726993308886735,4.004329004329004,4.112554112554113,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7783978344090325
O. Anunoby,2023-24,NYK,F-G,50.0,34.0,0.173,0.0014741468843658,-0.010730062534058999,43.61471861471862,4.004329004329004,ROLE OCCUPANT / SPECIALIST,,0.5522066516434718
J. Konchar,2023-24,MEM,G,55.0,21.3,0.096,0.0014364719162216,-0.009972281143115722,0.8116883116883116,3.896103896103896,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.6786456818423773
C. Reddish,2023-24,LAL,F-G,48.0,20.5,0.123,0.0014244972756713,-0.010438533183354748,7.954545454545454,3.787878787878788,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.4843911681067854
A. Thompson,2023-24,DET,G-F,63.0,25.1,0.161,0.0014215666033127,-0.013857409253404401,34.41558441558442,3.67965367965368,ROLE OCCUPANT / SPECIALIST,,0.7379273787203018
S. Bey,2023-24,ATL,G-F,63.0,32.7,0.163,0.0014155103425155,-0.01950352017367624,36.25541125541126,3.463203463203463,ROLE OCCUPANT / SPECIALIST,,1.0054758605372196
P. Beverley,2023-24,MIL,G,73.0,20.0,0.141,0.0014086472087628,-0.009850641843829595,18.344155844155843,3.2467532467532463,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.500600334063189
K. Anderson,2024-25,MIA,F-G,61.0,16.4,0.152,0.001386607102869,-0.009830523933399787,26.56926406926407,3.1385281385281383,ROLE OCCUPANT / SPECIALIST,,1.102843849994867
J. Holiday,2024-25,BOS,G,62.0,30.6,0.156,0.0013351962070417,-0.017344517246020395,29.49134199134199,2.922077922077922,ROLE OCCUPANT / SPECIALIST,,1.4053010778988018
S. Dinwiddie,2023-24,LAL,G,76.0,28.3,0.161,0.0013292569555676,-0.009900446513376028,34.41558441558442,2.813852813852814,ROLE OCCUPANT / SPECIALIST,,1.00788471838031
K. Lowry,2023-24,PHI,G,60.0,28.2,0.128,0.0013087397793176,-0.009969718855235425,10.335497835497835,2.7056277056277054,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.46377012681120644
S. Curry,2024-25,CHA,G,68.0,15.6,0.151,0.0012544060798654,-0.011492806211802835,25.757575757575758,2.4891774891774894,ROLE OCCUPANT / SPECIALIST,,0.9627203950897093
R. Langford,2022-23,SAS,G-F,43.0,19.6,0.148,0.0012438392990089,-0.010662113445561082,23.32251082251082,2.380952380952381,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,
D. Jeffries,2024-25,CHA,G-F,47.0,22.8,0.136,0.0012036891135438,-0.011299747146214126,15.259740259740258,2.1645021645021645,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,
N. Alexander-Walker,2023-24,MIN,G,82.0,23.4,0.143,0.0011668785101632,-0.017228824797418635,20.075757575757574,2.0562770562770565,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.4686334935772347
D. Robinson,2022-23,MIA,F,42.0,16.4,0.172,0.0011397334477498,-0.010801255095534666,42.91125541125541,1.83982683982684,ROLE OCCUPANT / SPECIALIST,,1.3017807955067875
J. McDaniels,2024-25,MIN,F,82.0,31.9,0.16,0.0010975939467096,-0.026826028452869844,33.22510822510822,1.6233766233766231,ROLE OCCUPANT / SPECIALIST,,1.907000844502344
S. Fontecchio,2023-24,DET,F,66.0,24.9,0.159,0.0010789930033082,-0.010398407309336296,32.25108225108225,1.5151515151515151,ROLE OCCUPANT / SPECIALIST,,0.7761396758834206
J. LaRavia,2024-25,SAC,F,66.0,20.4,0.14,0.0010362530235572,-0.010131175343700522,17.37012987012987,1.1904761904761905,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.7106823971984711
M. Conley,2024-25,MIN,G,71.0,24.7,0.141,0.0009622855414848,-0.015084304117279271,18.344155844155843,0.974025974025974,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,1.4299130878295612
D. White,2022-23,BOS,G,82.0,28.3,0.174,0.0009081060100917,-0.026942467044551895,44.53463203463203,0.8658008658008658,ROLE OCCUPANT / SPECIALIST,,0.5402254200867934
E. Gordon,2022-23,LAC,G,69.0,28.5,0.171,0.0009052655186914,-0.010614369129427889,42.316017316017316,0.7575757575757576,ROLE OCCUPANT / SPECIALIST,,0.6609983980340896
B. Brown,2023-24,TOR,G-F,67.0,27.8,0.161,0.0009020272756197,-0.011663347480111249,34.41558441558442,0.5411255411255411,ROLE OCCUPANT / SPECIALIST,,1.0784769172949
M. Smart,2022-23,BOS,G,61.0,32.1,0.176,0.0008256250038896,-0.01984502562038393,46.48268398268398,0.4329004329004329,ROLE OCCUPANT / SPECIALIST,,1.1738494603183016
N. Little,2022-23,POR,F-G,54.0,18.1,0.158,0.000784814575221,-0.011756707378908918,31.493506493506494,0.3246753246753247,ROLE OCCUPANT / SPECIALIST,,0.7645000523419678
M. Muscala,2022-23,BOS,F-C,63.0,15.0,0.146,0.000711141125313,-0.010456654126514014,22.023809523809522,0.21645021645021645,ROLE OCCUPANT / SPECIALIST,ROLE OCCUPANT / SPECIALIST,0.9137654833977303
C. Metu,2023-24,DET,F-C,51.0,16.8,0.162,0.0006189572469992,-0.010579899862072004,35.443722943722946,0.10822510822510822,ROLE OCCUPANT / SPECIALIST,,1.548185379664965
L. Dončić,2023-24,DAL,F-G,70.0,37.5,0.355,0.0931119654768862,-0.005868024733391625,99.56709956709958,94.15584415584416,TERMINAL SCORER,TERMINAL SCORER,0.7093615865588554
P. Banchero,2023-24,ORL,F,80.0,35.0,0.292,0.0736794362028289,-0.010653462548905868,94.96753246753246,91.77489177489177,TERMINAL SCORER,TERMINAL SCORER,0.7065405549044375
N. Jokić,2023-24,DEN,C,79.0,34.6,0.288,0.071071544011149,-0.0076750905182841195,94.1017316017316,91.45021645021644,TERMINAL SCORER,TERMINAL SCORER,0.6632044444460781
T. Young,2022-23,ATL,G,73.0,34.8,0.313,0.0708866629064773,-0.02424815758477096,97.83549783549783,91.34199134199135,TERMINAL SCORER,TERMINAL SCORER,1.8835899359480401
J. Green,2024-25,HOU,F,82.0,32.9,0.267,0.070642848575589,-0.0029078851027098257,88.14935064935064,91.23376623376623,TERMINAL SCORER,TERMINAL SCORER,1.356105897210686
D. Fox,2023-24,SAC,G,74.0,35.9,0.3,0.0674235561519073,-0.012411337864504504,96.04978354978356,90.6926406926407,TERMINAL SCORER,TERMINAL SCORER,0.6187755559425498
A. Edwards,2023-24,MIN,G,79.0,35.1,0.314,0.0650164511441465,-0.020693527607747925,97.94372294372295,90.36796536796537,TERMINAL SCORER,TERMINAL SCORER,0.6693692578005047
D. Fox,2022-23,SAC,G,73.0,33.4,0.288,0.055763550874532,-0.008317735345303778,94.1017316017316,89.06926406926407,TERMINAL SCORER,TERMINAL SCORER,0.6187755559425498
D. Mitchell,2024-25,CLE,G,71.0,31.4,0.298,0.0541101587001766,-0.013525355607232864,95.83333333333334,88.85281385281385,TERMINAL SCORER,TERMINAL SCORER,1.0637948662761685
J. Randle,2022-23,NYK,F-C,77.0,35.5,0.288,0.0533253344263954,-0.02271819980885035,94.1017316017316,88.63636363636364,TERMINAL SCORER,TERMINAL SCORER,0.9991205591110297
D. Lillard,2023-24,MIL,G,73.0,35.3,0.274,0.0524424357990633,-0.010732033145209013,91.45021645021644,88.41991341991343,TERMINAL SCORER,TERMINAL SCORER,0.17192460999567447
C. Cunningham,2024-25,DET,G,70.0,35.0,0.323,0.0521671628057166,-0.023286143821714712,98.59307359307358,88.31168831168831,TERMINAL SCORER,TERMINAL SCORER,0.9241967519540555
S. Curry,2023-24,GSW,G,74.0,32.7,0.302,0.0510036826365546,-0.020621231841500713,96.5909090909091,88.2034632034632,TERMINAL SCORER,TERMINAL SCORER,0.9627203950897093
T. Young,2023-24,ATL,G,54.0,36.0,0.289,0.0483586349785966,-0.006028416354823457,94.53463203463204,87.55411255411255,TERMINAL SCORER,TERMINAL SCORER,1.8835899359480401
A. Edwards,2022-23,MIN,G,79.0,36.0,0.292,0.0474801338748505,-0.04166829209545358,94.96753246753246,87.33766233766234,TERMINAL SCORER,TERMINAL SCORER,0.6693692578005047
P. Siakam,2022-23,TOR,F,71.0,37.4,0.27,0.0467195074421624,-0.019714142767796913,89.44805194805194,87.01298701298701,TERMINAL SCORER,TERMINAL SCORER,0.5813841372366053
J. Brunson,2023-24,NYK,G,77.0,35.4,0.311,0.0460759680507079,-0.05832700860943877,97.45670995670996,86.68831168831169,TERMINAL SCORER,TERMINAL SCORER,0.6539003959349827
J. Tatum,2024-25,BOS,F-G,72.0,36.4,0.301,0.0458371790402185,-0.03439253497228252,96.32034632034632,86.58008658008657,TERMINAL SCORER,TERMINAL SCORER,0.905694528390643
J. Poole,2022-23,GSW,G,82.0,30.0,0.282,0.0448335849830096,-0.017960567053153742,92.47835497835499,86.25541125541125,TERMINAL SCORER,TERMINAL SCORER,0.7676569892035962
S. Curry,2024-25,GSW,G,70.0,32.2,0.286,0.0445321019058893,-0.01263965389762483,93.61471861471861,85.93073593073593,TERMINAL SCORER,TERMINAL SCORER,0.9627203950897093
F. VanVleet,2022-23,TOR,G,69.0,36.7,0.225,0.0441643556278463,-0.0012268487479334678,73.48484848484848,85.71428571428571,TERMINAL SCORER,,0.6425700780117245
P. Siakam,2024-25,IND,F,78.0,32.7,0.237,0.0436296166397118,-0.008984417785588839,78.57142857142857,85.4978354978355,TERMINAL SCORER,TERMINAL SCORER,0.5813841372366053
D. Lillard,2022-23,POR,G,58.0,36.3,0.331,0.0414825310394552,-0.021531706849142497,99.02597402597402,85.3896103896104,TERMINAL SCORER,TERMINAL SCORER,0.17192460999567447
D. Mitchell,2022-23,CLE,G,68.0,35.8,0.31,0.0396276084426393,-0.03963165903893153,97.2943722943723,84.74025974025975,TERMINAL SCORER,TERMINAL SCORER,1.0637948662761685
Z. LaVine,2022-23,CHI,G,77.0,35.9,0.278,0.0393606206821111,-0.03717684882043269,91.991341991342,84.63203463203463,TERMINAL SCORER,TERMINAL SCORER,1.496280065288745
N. Vučević,2022-23,CHI,C,82.0,33.5,0.218,0.0389345693947528,-0.009643960662017434,70.23809523809523,84.52380952380952,TERMINAL SCORER,,0.9324184929980667
D. Lillard,2024-25,MIL,G,58.0,36.1,0.269,0.0379483652668621,-0.004310296662179469,88.96103896103897,84.3073593073593,TERMINAL SCORER,TERMINAL SCORER,0.17192460999567447
D. Garland,2024-25,CLE,G,75.0,30.7,0.265,0.0379264748837835,-0.012865213381062397,87.5,84.0909090909091,TERMINAL SCORER,TERMINAL SCORER,0.9366963400627222
J. Tatum,2023-24,BOS,F-G,74.0,35.7,0.296,0.037312352665073,-0.04334677304803119,95.508658008658,83.87445887445888,TERMINAL SCORER,TERMINAL SCORER,0.905694528390643
J. Giddey,2022-23,OKC,G,76.0,31.1,0.239,0.0368861091593569,-0.0073011156256284696,79.70779220779221,83.76623376623377,TERMINAL SCORER,TERMINAL SCORER,1.048590802099995
J. Williams,2024-25,OKC,G-F,69.0,32.4,0.27,0.0364192794574446,-0.012745901760470794,89.44805194805194,83.38744588744589,TERMINAL SCORER,TERMINAL SCORER,1.5734206245879176
B. Hield,2022-23,IND,G,80.0,31.0,0.205,0.0361921463945567,-0.0019743413254665818,65.5844155844156,83.22510822510823,TERMINAL SCORER,,0.803581284669886
F. Wagner,2024-25,ORL,F,60.0,33.7,0.306,0.0358258505995647,-0.026421623390460232,96.9155844155844,82.90043290043289,TERMINAL SCORER,TERMINAL SCORER,0.851372438054426
C. McCollum,2022-23,NOP,G,75.0,35.3,0.26,0.0347037974951869,-0.026803996037704378,86.2012987012987,82.46753246753246,TERMINAL SCORER,TERMINAL SCORER,0.5405924147666081
J. Jackson Jr.,2024-25,MEM,F-C,74.0,29.8,0.274,0.0344058646063902,-0.02763906756998625,91.45021645021644,82.35930735930735,TERMINAL SCORER,TERMINAL SCORER,0.823062228226462
J. Morant,2022-23,MEM,G,61.0,31.9,0.338,0.0339033466989384,-0.01969114457136971,99.24242424242425,82.14285714285714,TERMINAL SCORER,TERMINAL SCORER,1.0994721252225967
T. Maxey,2023-24,PHI,G,70.0,37.5,0.273,0.0334004127024659,-0.04220405734879521,90.80086580086581,81.92640692640693,TERMINAL SCORER,TERMINAL SCORER,0.4311284325348297
T. Haliburton,2024-25,IND,G,73.0,33.6,0.21,0.0332081817818156,-0.006298475240933618,67.8030303030303,81.81818181818183,TERMINAL SCORER,,0.10504723484445902
T. Maxey,2024-25,PHI,G,52.0,37.7,0.293,0.033099308704247,-0.01705498700376265,95.12987012987013,81.4935064935065,TERMINAL SCORER,TERMINAL SCORER,0.4311284325348297
D. Booker,2024-25,PHX,G,75.0,37.3,0.285,0.0327697707352062,-0.048053995596080486,93.18181818181817,81.27705627705627,TERMINAL SCORER,TERMINAL SCORER,0.37951420873158287
J. Green,2022-23,HOU,G,76.0,34.2,0.274,0.0319507803994755,-0.039156877077546705,91.45021645021644,80.95238095238095,TERMINAL SCORER,TERMINAL SCORER,1.356105897210686
L. James,2024-25,LAL,F,70.0,34.9,0.291,0.0311206124985287,-0.038920524628416095,94.8051948051948,80.73593073593074,TERMINAL SCORER,TERMINAL SCORER,0.7190097772008323
C. White,2023-24,CHI,G,79.0,36.5,0.224,0.0308774068183185,-0.027067109513808134,72.94372294372295,80.41125541125541,TERMINAL SCORER,,0.8330093471883336
C. Thomas,2023-24,BKN,G,66.0,31.4,0.296,0.0307741646683823,-0.02763394479188617,95.508658008658,80.3030303030303,TERMINAL SCORER,TERMINAL SCORER,0.645418368436662
K. Porter Jr.,2022-23,HOU,G-F,59.0,34.3,0.239,0.0304887411770166,-0.004662513425168994,79.70779220779221,80.1948051948052,TERMINAL SCORER,TERMINAL SCORER,1.0292647751453674
D. Garland,2022-23,CLE,G,69.0,35.5,0.262,0.0304629470016345,-0.021982853735739386,86.68831168831169,80.08658008658008,TERMINAL SCORER,TERMINAL SCORER,0.9366963400627222
M. Beasley,2024-25,DET,G,82.0,27.8,0.215,0.0304260781000089,-0.01092377305176373,69.8051948051948,79.97835497835499,TERMINAL SCORER,,0.6880762725914273
V. Wembanyama,2024-25,SAS,F-C,46.0,33.2,0.3,0.0299096124018956,-0.0009205296661341025,96.04978354978356,79.43722943722943,TERMINAL SCORER,TERMINAL SCORER,0.9443908579118646
T. Haliburton,2022-23,IND,G,56.0,33.6,0.238,0.0295353974537265,-0.0017904308265413657,79.11255411255411,79.32900432900432,TERMINAL SCORER,TERMINAL SCORER,0.10504723484445902
J. Jackson Jr.,2023-24,MEM,F-C,66.0,32.2,0.302,0.0294614954362475,-0.03284460291027268,96.5909090909091,79.11255411255411,TERMINAL SCORER,TERMINAL SCORER,0.823062228226462
K. Thompson,2024-25,DAL,G,72.0,27.3,0.214,0.0289025984190428,-0.0019334510793344584,69.48051948051948,79.004329004329,TERMINAL SCORER,,0.3687656015948388
J. Brunson,2022-23,NYK,G,68.0,35.0,0.266,0.0288393670364152,-0.02983919783693725,87.77056277056276,78.8961038961039,TERMINAL SCORER,TERMINAL SCORER,0.6539003959349827
K. Leonard,2022-23,LAC,F,52.0,33.6,0.267,0.028826367437102,-0.005713047424185463,88.14935064935064,78.78787878787878,TERMINAL SCORER,TERMINAL SCORER,0.5975398480627494
N. Powell,2022-23,LAC,G,60.0,26.1,0.251,0.028066078594383,-0.0026036043899033343,83.38744588744589,78.57142857142857,TERMINAL SCORER,TERMINAL SCORER,0.797116093021199
T. Haliburton,2023-24,IND,G,69.0,32.2,0.239,0.0269581596406087,-0.014786471890880705,79.70779220779221,78.13852813852814,TERMINAL SCORER,TERMINAL SCORER,0.10504723484445902
D. DiVincenzo,2023-24,NYK,G,81.0,29.1,0.209,0.0258972900823399,-0.010881225854755854,67.15367965367966,77.48917748917748,TERMINAL SCORER,,0.6996112434300803
K. Durant,2023-24,PHX,F,75.0,37.2,0.283,0.0246630824006234,-0.056525731133770754,92.74891774891775,76.83982683982684,TERMINAL SCORER,TERMINAL SCORER,0.9169747317418292
M. Porter Jr.,2024-25,DEN,F,77.0,33.7,0.197,0.0243955161339561,-0.01370884854843896,61.038961038961034,76.73160173160173,TERMINAL SCORER,,0.5335565795256351
S. Barnes,2022-23,TOR,F,77.0,34.8,0.2,0.0243865611307642,-0.015457959585292773,62.5,76.62337662337663,TERMINAL SCORER,,0.5481493175693072
K. Thompson,2022-23,GSW,G,69.0,33.0,0.256,0.0240485470309178,-0.028861513045479695,84.95670995670996,76.2987012987013,TERMINAL SCORER,TERMINAL SCORER,0.3687656015948388
D. Murray,2023-24,ATL,G,78.0,35.7,0.259,0.0237951646310498,-0.0462593551720568,85.76839826839827,76.08225108225109,TERMINAL SCORER,TERMINAL SCORER,0.8202130332406405
D. Bane,2023-24,MEM,G,42.0,34.4,0.273,0.0236964285559864,-0.0038122140103511275,90.80086580086581,75.97402597402598,TERMINAL SCORER,TERMINAL SCORER,0.38633574617384625
D. Vassell,2023-24,SAS,G-F,68.0,33.1,0.229,0.0236302097710887,-0.017759354416125306,74.78354978354979,75.86580086580086,TERMINAL SCORER,,0.3151847852085443
J. Harden,2022-23,PHI,G,58.0,36.8,0.247,0.0235272367545199,-0.009012996321476608,81.87229437229438,75.64935064935064,TERMINAL SCORER,TERMINAL SCORER,0.8640332611882473
S. Castle,2024-25,SAS,G,81.0,26.7,0.253,0.0233790860814335,-0.018645676971636,83.98268398268398,75.54112554112554,TERMINAL SCORER,TERMINAL SCORER,0.41874718293115126
J. Brown,2022-23,BOS,G-F,67.0,35.9,0.307,0.023327897835192,-0.05007368169026341,97.13203463203463,75.43290043290042,TERMINAL SCORER,TERMINAL SCORER,0.2122671329733116
C. White,2024-25,CHI,G,74.0,33.1,0.237,0.0232389818707526,-0.024275722117663767,78.57142857142857,75.32467532467533,TERMINAL SCORER,TERMINAL SCORER,0.8330093471883336
S. Curry,2022-23,GSW,G,56.0,34.7,0.297,0.0232282174483466,-0.02682534630946893,95.67099567099568,75.10822510822511,TERMINAL SCORER,TERMINAL SCORER,0.9627203950897093
M. Bridges,2023-24,BKN,G-F,82.0,34.8,0.238,0.0224947896043082,-0.04737832825519589,79.11255411255411,74.67532467532467,TERMINAL SCORER,TERMINAL SCORER,1.281958532165081
J. Brown,2024-25,BOS,G-F,63.0,34.3,0.282,0.0221089530081967,-0.036230605921879384,92.47835497835499,74.35064935064936,TERMINAL SCORER,TERMINAL SCORER,0.2122671329733116
A. Reaves,2024-25,LAL,G,73.0,34.9,0.23,0.0219042432616615,-0.030520411696421747,75.37878787878788,74.24242424242425,TERMINAL SCORER,TERMINAL SCORER,0.7262241903732407
S. Henderson,2023-24,POR,G,62.0,28.5,0.26,0.0216584083788557,-0.008532357138742116,86.2012987012987,74.02597402597402,TERMINAL SCORER,TERMINAL SCORER,1.0945900367214474
J. Murray,2023-24,DEN,G,59.0,31.5,0.273,0.0211521385604454,-0.017565123805113027,90.80086580086581,73.59307359307358,TERMINAL SCORER,TERMINAL SCORER,0.7425336970115333
C. McCollum,2024-25,NOP,G,56.0,32.7,0.266,0.0209020106937446,-0.019494694227392705,87.77056277056276,73.48484848484848,TERMINAL SCORER,TERMINAL SCORER,0.5405924147666081
J. Smith Jr.,2022-23,HOU,F,79.0,31.0,0.183,0.0202227251665387,-0.009679414245656142,51.67748917748918,73.05194805194806,TERMINAL SCORER,,0.42570793124596074
J. Harden,2023-24,LAC,G,72.0,34.3,0.202,0.0201795411658844,-0.012845485359204857,64.06926406926407,72.72727272727273,TERMINAL SCORER,,0.8640332611882473
B. Ingram,2022-23,NOP,F,45.0,34.2,0.306,0.0200976758012649,-0.01165308872831097,96.9155844155844,72.61904761904762,TERMINAL SCORER,TERMINAL SCORER,0.8901915579493369
R. Barrett,2024-25,TOR,F-G,58.0,32.2,0.281,0.0198459783942769,-0.024833340545281715,92.26190476190477,72.51082251082252,TERMINAL SCORER,TERMINAL SCORER,0.7708606497832785
K. George,2024-25,UTA,G,67.0,31.5,0.237,0.0198274841704129,-0.016813409363875056,78.57142857142857,72.40259740259741,TERMINAL SCORER,TERMINAL SCORER,1.0469084678413425
J. Green,2023-24,HOU,F,82.0,31.7,0.27,0.0195984310920611,-0.050532413149644344,89.44805194805194,72.24025974025975,TERMINAL SCORER,TERMINAL SCORER,1.356105897210686
A. Gordon,2022-23,DEN,F,68.0,30.2,0.206,0.0192361726704283,-0.008067259778835476,65.85497835497836,71.75324675324676,TERMINAL SCORER,,0.4404598413658717
P. Siakam,2023-24,IND,F,80.0,33.2,0.25,0.0191090496133599,-0.0009587182548094798,82.84632034632034,71.32034632034632,TERMINAL SCORER,TERMINAL SCORER,0.5813841372366053
B. Ingram,2023-24,NOP,F,64.0,32.9,0.269,0.0190551297421014,-0.02447444996276159,88.96103896103897,71.21212121212122,TERMINAL SCORER,TERMINAL SCORER,0.8901915579493369
A. Simons,2023-24,POR,G,46.0,34.4,0.276,0.0188477190300603,-0.012584839390596639,91.77489177489177,71.1038961038961,TERMINAL SCORER,TERMINAL SCORER,0.6776089967014391
A. Simons,2024-25,POR,G,70.0,32.7,0.241,0.0184371773400263,-0.026804386494400385,80.35714285714286,70.995670995671,TERMINAL SCORER,TERMINAL SCORER,0.6776089967014391
